YB,GLON,GLAT,r,Vstrongest (km/s),g amplitude,g velocity,g stddev,uncertamp,uncertgvel,uncertstd,+/-,P(far),Extra
3278,108.7448255,2.044233325,0.004937422,-91.32948076000001,0.8892723917961121,-91.32948076000001,2.0,nan,nan,nan,5,0.5,none
3279,108.7624437,0.46077841,0.006068095,-52.579859819999996,4.328824996948242,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3280,108.780052,1.775684183,0.006993372,-33.61727936,1.5139570236206055,-33.61727936,2.0,nan,nan,nan,5,0.5,none
3281,108.7815977,0.252440779,0.006489528,-53.40431984,9.633805274963379,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3282,108.7940372,0.206962572,0.004271454,-53.40431984,7.109019756317139,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3283,108.8594585,2.486729084,0.006361991,-11.356858820000001,3.3599283695220947,-11.356858820000001,2.0,nan,nan,nan,5,0.5,none
3284,108.9535403,0.007501433,0.005334622,-52.579859819999996,4.00489616394043,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3285,108.9902574,1.513009768,0.005801389,-2.2877986000000017,0.7375202178955078,-2.2877986000000017,2.0,nan,nan,nan,5,0.5,none
3286,109.0147166,0.581553475,0.003977557,-3.936718639999999,1.6866267919540405,-3.936718639999999,2.0,nan,nan,nan,5,0.5,none
3287,109.1168095,0.675243335,0.005855151,-8.059018739999999,2.7589409351348877,-8.059018739999999,2.0,nan,nan,nan,5,0.5,none
3288,109.1562393,0.599811281,0.00344999,-52.579859819999996,0.568366289138794,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3289,109.1819433,0.287578309,0.002298521,-55.05323988,1.3737211227416992,-55.05323988,2.0,nan,nan,nan,5,0.5,none
3290,109.3514038,1.249014101,0.006747163,-3.1122586200000004,2.723654270172119,-3.1122586200000004,2.0,nan,nan,nan,5,0.5,none
3291,109.3552751,0.448305795,0.00304235,-52.579859819999996,0.5075232982635498,-52.579859819999996,2.0,nan,nan,nan,5,0.5,none
3292,109.4712375,0.638671147,0.002968112,-2.2877986000000017,0.9299111366271973,-2.2877986000000017,2.0,nan,nan,nan,5,0.5,none
3293,109.690154,0.105693936,0.003665147,-53.40431984,0.7075233459472656,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3294,109.811632,0.583659179,0.002886712,-53.40431984,2.0860118865966797,-53.40431984,2.0,nan,nan,nan,5,0.5,none
3295,109.9765512,0.171185491,0.007264134,-50.93093978,4.123981952667236,-50.93093978,2.0,nan,nan,nan,5,0.5,none
3296,110.0142871,0.260514916,0.009231475,-54.22877986,5.669678688049316,-54.22877986,2.0,nan,nan,nan,5,0.5,none
